Date,SHICNYOND=,SHICNY3MD=,Spread
7/3/2014,2.96,4.75,1.79
7/4/2014,2.94,4.75,1.81
7/7/2014,2.952,4.7495,1.7975000000000003
7/8/2014,3.253,4.75,1.4969999999999999
7/9/2014,3.351,4.749,1.3979999999999997
7/10/2014,3.3,4.7438,1.4438000000000004
7/11/2014,3.285,4.7423,1.4573
7/14/2014,3.255,4.7461,1.4911000000000003
7/15/2014,3.218,4.7485,1.5305
7/16/2014,3.2472,4.7487,1.5015000000000005
7/17/2014,3.2465,4.7448,1.4982999999999995
7/18/2014,3.245,4.7467,1.5016999999999996
7/21/2014,3.318,4.7467,1.4286999999999996
7/22/2014,3.253,4.7465,1.4935
7/23/2014,3.295,4.7525,1.4575000000000005
7/24/2014,3.313,4.7465,1.4335
7/25/2014,3.348,4.7465,1.3985000000000003
7/28/2014,3.304,4.7465,1.4425000000000003
7/29/2014,3.2503,4.739,1.4886999999999997
7/30/2014,3.2502,4.7316,1.4814000000000003
7/31/2014,3.204,4.7215,1.5174999999999996
8/1/2014,3.196,4.7149,1.5189
8/4/2014,3.182,4.7081,1.5261
8/5/2014,3.145,4.7049,1.5599000000000003
8/6/2014,3.051,4.6982,1.6471999999999998
8/7/2014,3.04,4.6941,1.6540999999999997
8/8/2014,3.001,4.6921,1.6911
8/11/2014,2.955,4.6916,1.7366000000000001
8/12/2014,2.916,4.6905,1.7745000000000002
8/13/2014,2.892,4.6882,1.7962000000000002
8/14/2014,2.888,4.6834,1.7953999999999999
8/15/2014,2.889,4.6811,1.7921
8/18/2014,2.858,4.6805,1.8225000000000002
8/19/2014,2.835,4.6791,1.8441
8/20/2014,2.833,4.6804,1.8473999999999995
8/21/2014,2.848,4.6786,1.8306000000000004
8/22/2014,2.843,4.6764,1.8334000000000001
8/25/2014,2.841,4.6758,1.8347999999999995
8/26/2014,2.823,4.6695,1.8465000000000003
8/27/2014,2.861,4.668,1.807
8/28/2014,2.876,4.6689,1.7929
8/29/2014,2.908,4.6659,1.7578999999999998
9/1/2014,2.906,4.6665,1.7605
9/2/2014,2.847,4.6654,1.8184
9/3/2014,2.824,4.6652,1.8411999999999997
9/4/2014,2.815,4.6632,1.8481999999999998
9/5/2014,2.807,4.6539,1.8469000000000002
9/9/2014,2.816,4.6522,1.8361999999999998
9/10/2014,2.839,4.6495,1.8104999999999998
9/11/2014,2.859,4.642,1.7830000000000004
9/12/2014,2.853,4.6421,1.7891
9/15/2014,2.851,4.6393,1.7883000000000004
9/16/2014,2.853,4.6349,1.7818999999999998
9/17/2014,2.847,4.6296,1.7826
9/18/2014,2.841,4.6206,1.7795999999999994
9/19/2014,2.84,4.607,1.7670000000000003
9/22/2014,2.797,4.5986,1.8016
9/23/2014,2.716,4.587,1.8709999999999996
9/24/2014,2.691,4.5741,1.8830999999999998
9/25/2014,2.677,4.562,1.8850000000000002
9/26/2014,2.678,4.5565,1.8784999999999998
9/28/2014,2.658,4.5528,1.8948000000000005
9/29/2014,2.543,4.55,2.0069999999999997
9/30/2014,2.5325,4.5445,2.012
10/8/2014,2.54,4.544,2.0039999999999996
10/9/2014,2.5623,4.5394,1.9770999999999996
10/10/2014,2.5665,4.535,1.9685000000000001
10/11/2014,2.544,4.5364,1.9924000000000004
10/13/2014,2.536,4.5352,1.9991999999999996
10/14/2014,2.538,4.5346,1.9966000000000004
10/15/2014,2.498,4.5255,2.0275
10/16/2014,2.474,4.5208,2.0468
10/17/2014,2.461,4.5148,2.0538000000000003
10/20/2014,2.428,4.5052,2.0772000000000004
10/21/2014,2.415,4.4978,2.0827999999999998
10/22/2014,2.419,4.491,2.0719999999999996
10/23/2014,2.423,4.4825,2.0595
10/24/2014,2.4452,4.4685,2.0233
10/27/2014,2.4822,4.466,1.9838
10/28/2014,2.491,4.4502,1.9591999999999996
10/29/2014,2.518,4.4503,1.9323000000000006
10/30/2014,2.554,4.4495,1.8954999999999997
10/31/2014,2.559,4.4472,1.8881999999999994
11/3/2014,2.548,4.4407,1.8926999999999996
11/4/2014,2.542,4.4358,1.8938000000000006
11/5/2014,2.542,4.4234,1.8814000000000002
11/6/2014,2.558,4.403,1.8449999999999998
11/7/2014,2.569,4.3813,1.8123000000000005
11/10/2014,2.539,4.3659,1.8268999999999997
11/11/2014,2.493,4.351,1.858
11/12/2014,2.483,4.288,1.8050000000000002
11/13/2014,2.473,4.25,1.7770000000000001
11/14/2014,2.486,4.233,1.7469999999999994
11/17/2014,2.509,4.209,1.6999999999999997
11/18/2014,2.503,4.193,1.6899999999999995
11/19/2014,2.504,4.1802,1.6762000000000001
11/20/2014,2.539,4.1771,1.6381000000000001
11/21/2014,2.586,4.1758,1.5897999999999999
11/24/2014,2.554,4.145,1.5909999999999997
11/25/2014,2.559,4.1562,1.5972
11/26/2014,2.573,4.163,1.5900000000000003
11/27/2014,2.584,4.1695,1.5855000000000001
11/28/2014,2.608,4.1695,1.5615
12/1/2014,2.646,4.1751,1.5290999999999997
12/2/2014,2.643,4.183,1.54
12/3/2014,2.634,4.193,1.5589999999999997
12/4/2014,2.632,4.1952,1.5631999999999997
12/5/2014,2.628,4.2177,1.5896999999999997
12/8/2014,2.641,4.229,1.588
12/9/2014,2.64,4.236,1.5959999999999996
12/10/2014,2.643,4.248,1.6050000000000004
12/11/2014,2.646,4.316,1.67
12/12/2014,2.651,4.3313,1.6803
12/15/2014,2.654,4.42,1.766
12/16/2014,2.668,4.5652,1.8971999999999998
12/17/2014,2.766,4.7355,1.9695
12/18/2014,3.13,4.876,1.7460000000000004
12/19/2014,3.606,5.001,1.3950000000000005
12/22/2014,3.702,5.1066,1.4046000000000003
12/23/2014,3.667,5.1615,1.4945000000000004
12/24/2014,3.606,5.166,1.5600000000000005
12/25/2014,3.549,5.155,1.6060000000000003
12/26/2014,3.486,5.1485,1.6625
12/29/2014,3.415,5.1385,1.7234999999999996
12/30/2014,3.38,5.1398,1.7598000000000003
12/31/2014,3.528,5.1351,1.6071000000000004
1/4/2015,3.64,5.138,1.4979999999999998
1/5/2015,3.421,5.125,1.7040000000000002
1/6/2015,3.032,5.077,2.045
1/7/2015,2.881,5.019,2.1380000000000003
1/8/2015,2.83,4.963,2.133
1/9/2015,2.805,4.925,2.1199999999999997
1/12/2015,2.753,4.9061,2.1531000000000002
1/13/2015,2.667,4.9055,2.2385
1/14/2015,2.636,4.898,2.2619999999999996
1/15/2015,2.631,4.894,2.2630000000000003
1/16/2015,2.633,4.889,2.2560000000000002
1/19/2015,2.66,4.894,2.234
1/20/2015,2.707,4.897,2.1900000000000004
1/21/2015,2.788,4.9,2.1120000000000005
1/22/2015,2.771,4.9,2.1290000000000004
1/23/2015,2.728,4.901,2.1729999999999996
1/26/2015,2.688,4.8935,2.2055000000000002
1/27/2015,2.674,4.897,2.2230000000000003
1/28/2015,2.69,4.9005,2.2105
1/29/2015,2.765,4.907,2.142
1/30/2015,2.813,4.914,2.1009999999999995
2/2/2015,2.889,4.9164,2.0274000000000005
2/3/2015,2.9544,4.9167,1.9622999999999995
2/4/2015,2.973,4.928,1.955
2/5/2015,2.866,4.916,2.0500000000000003
2/6/2015,2.856,4.908,2.0520000000000005
2/9/2015,2.812,4.904,2.092
2/10/2015,2.852,4.899,2.047
2/11/2015,2.932,4.9,1.9680000000000004
2/12/2015,3.058,4.901,1.843
2/13/2015,3.091,4.9,1.8090000000000002
2/15/2015,3.175,4.9,1.7250000000000005
2/16/2015,3.182,4.9,1.7180000000000004
2/17/2015,3.4,4.9,1.5000000000000004
2/25/2015,3.328,4.9,1.5720000000000005
2/26/2015,3.298,4.9,1.6020000000000003
2/27/2015,3.318,4.9,1.5820000000000003
2/28/2015,3.441,4.9,1.4590000000000005
3/2/2015,3.453,4.898,1.4449999999999998
3/3/2015,3.45,4.8979,1.4478999999999997
3/4/2015,3.446,4.8959,1.4499
3/5/2015,3.433,4.896,1.463
3/6/2015,3.416,4.8978,1.4818000000000002
3/9/2015,3.381,4.8979,1.5169000000000001
3/10/2015,3.35,4.8988,1.5487999999999995
3/11/2015,3.347,4.9,1.5530000000000004
3/12/2015,3.4644,4.9,1.4356000000000004
3/13/2015,3.436,4.9,1.4640000000000004
3/16/2015,3.403,4.905,1.5020000000000002
3/17/2015,3.376,4.905,1.5290000000000004
3/18/2015,3.369,4.906,1.5369999999999995
3/19/2015,3.332,4.904,1.572
3/20/2015,3.294,4.902,1.608
3/23/2015,3.217,4.899,1.682
3/24/2015,3.218,4.898,1.6799999999999997
3/25/2015,3.21,4.8975,1.6875
3/26/2015,3.216,4.8975,1.6814999999999998
3/27/2015,3.206,4.8975,1.6915
3/30/2015,3.203,4.8975,1.6945000000000001
3/31/2015,3.183,4.8975,1.7145000000000001
4/1/2015,3.087,4.8975,1.8104999999999998
4/2/2015,2.995,4.8975,1.9024999999999999
4/3/2015,2.887,4.888,2.001
4/7/2015,2.766,4.8585,2.0925000000000002
4/8/2015,2.683,4.8305,2.1475
4/9/2015,2.599,4.8008,2.2017999999999995
4/10/2015,2.489,4.7821,2.2931
4/13/2015,2.405,4.7667,2.3617000000000004
4/14/2015,2.372,4.7535,2.3815
4/15/2015,2.307,4.7365,2.4295000000000004
4/16/2015,2.298,4.72,2.4219999999999997
4/17/2015,2.268,4.703,2.4350000000000005
4/20/2015,2.087,4.6133,2.5262999999999995
4/21/2015,2.002,4.4845,2.4825
4/22/2015,1.949,4.4161,2.4671000000000003
4/23/2015,1.908,4.3431,2.4351
4/24/2015,1.851,4.2641,2.4131
4/27/2015,1.806,4.161,2.3549999999999995
4/28/2015,1.759,4.08,2.321
4/29/2015,1.739,4.035,2.2960000000000003
4/30/2015,1.69,3.97,2.2800000000000002
5/4/2015,1.619,3.923,2.3040000000000003
5/5/2015,1.564,3.8815,2.3175
5/6/2015,1.523,3.846,2.3230000000000004
5/7/2015,1.489,3.823,2.3339999999999996
5/8/2015,1.443,3.7985,2.3555
5/11/2015,1.345,3.735,2.3899999999999997
5/12/2015,1.29,3.681,2.391
5/13/2015,1.247,3.634,2.3869999999999996
5/14/2015,1.182,3.482,2.3000000000000003
5/15/2015,1.078,3.323,2.245
5/18/2015,1.052,3.2,2.148
5/19/2015,1.033,3.156,2.123
5/20/2015,1.032,3.071,2.039
5/21/2015,1.033,3.014,1.9809999999999999
5/22/2015,1.037,2.959,1.9220000000000002
5/25/2015,1.039,2.903,1.864
5/26/2015,1.04,2.881,1.8409999999999997
5/27/2015,1.04,2.869,1.8290000000000002
5/28/2015,1.043,2.865,1.8220000000000003
5/29/2015,1.039,2.864,1.825
6/1/2015,1.027,2.8565,1.8295000000000001
6/2/2015,1.034,2.862,1.828
6/3/2015,1.039,2.871,1.832
6/4/2015,1.047,2.8825,1.8355
6/5/2015,1.051,2.885,1.8339999999999999
6/8/2015,1.061,2.887,1.826
6/9/2015,1.071,2.902,1.8310000000000002
6/10/2015,1.083,2.902,1.8190000000000002
6/11/2015,1.09,2.909,1.8189999999999997
6/12/2015,1.104,2.921,1.8169999999999997
6/15/2015,1.121,2.96,1.839
6/16/2015,1.131,2.981,1.8499999999999999
6/17/2015,1.151,2.999,1.848
6/18/2015,1.202,3.054,1.8519999999999999
6/19/2015,1.267,3.105,1.838
6/23/2015,1.295,3.173,1.8780000000000001
6/24/2015,1.338,3.211,1.8729999999999998
6/25/2015,1.357,3.25,1.893
6/26/2015,1.357,3.277,1.9200000000000002
6/29/2015,1.34,3.248,1.9080000000000001
6/30/2015,1.257,3.233,1.9760000000000002
7/1/2015,1.163,3.213,2.05
7/2/2015,1.1608,3.212,2.0512
7/3/2015,1.159,3.202,2.043
7/6/2015,1.167,3.203,2.0359999999999996
7/7/2015,1.176,3.192,2.016
7/8/2015,1.187,3.186,1.9989999999999999
7/9/2015,1.198,3.182,1.984
7/10/2015,1.21,3.177,1.967
7/13/2015,1.224,3.1709,1.9469
7/14/2015,1.238,3.1642,1.9262000000000001
7/15/2015,1.245,3.1598,1.9148
7/16/2015,1.263,3.155,1.892
7/17/2015,1.282,3.152,1.87
7/20/2015,1.29,3.1505,1.8605
7/21/2015,1.304,3.1512,1.8471999999999997
7/22/2015,1.323,3.1563,1.8333
7/23/2015,1.332,3.16,1.828
7/24/2015,1.337,3.1635,1.8265
7/27/2015,1.374,3.1645,1.7904999999999998
7/28/2015,1.388,3.1638,1.7758000000000003
7/29/2015,1.427,3.1635,1.7365
7/30/2015,1.448,3.1605,1.7125
7/31/2015,1.47,3.1575,1.6875000000000002
8/3/2015,1.488,3.153,1.665
8/4/2015,1.497,3.15,1.6529999999999998
8/5/2015,1.508,3.143,1.6349999999999998
8/6/2015,1.517,3.137,1.62
8/7/2015,1.529,3.127,1.5979999999999999
8/10/2015,1.557,3.1223,1.5653000000000001
8/11/2015,1.586,3.118,1.5319999999999998
8/12/2015,1.614,3.1125,1.4984999999999997
8/13/2015,1.641,3.101,1.46
8/14/2015,1.667,3.097,1.43
8/17/2015,1.701,3.091,1.3900000000000001
8/18/2015,1.745,3.093,1.3479999999999999
8/19/2015,1.788,3.094,1.3059999999999998
8/20/2015,1.83,3.093,1.263
8/21/2015,1.847,3.09,1.2429999999999999
8/24/2015,1.866,3.09,1.2239999999999998
8/25/2015,1.879,3.091,1.2120000000000002
8/26/2015,1.786,3.0975,1.3115
8/27/2015,1.759,3.096,1.3370000000000002
8/28/2015,1.774,3.098,1.3239999999999998
8/31/2015,1.801,3.1,1.2990000000000002
9/1/2015,1.821,3.1026,1.2815999999999999
9/2/2015,2.031,3.1026,1.0715999999999997
9/6/2015,1.901,3.104,1.203
9/7/2015,1.904,3.099,1.1950000000000003
9/8/2015,1.897,3.095,1.1980000000000002
9/9/2015,1.896,3.092,1.1960000000000002
9/10/2015,1.899,3.093,1.194
9/11/2015,1.9001,3.097,1.1969
9/14/2015,1.899,3.106,1.2069999999999999
9/15/2015,1.899,3.113,1.214
9/16/2015,1.9,3.116,1.2160000000000002
9/17/2015,1.899,3.1268,1.2277999999999998
9/18/2015,1.9,3.1355,1.2355
9/21/2015,1.901,3.141,1.24
9/22/2015,1.908,3.1448,1.2368000000000001
9/23/2015,1.908,3.1468,1.2388
9/24/2015,1.909,3.1518,1.2428000000000001
9/25/2015,1.907,3.153,1.246
9/28/2015,1.91,3.152,1.2420000000000002
9/29/2015,1.907,3.153,1.246
9/30/2015,1.989,3.153,1.164
10/8/2015,1.909,3.1515,1.2425
10/9/2015,1.906,3.1585,1.2525000000000002
10/10/2015,1.904,3.1656,1.2616
10/12/2015,1.902,3.173,1.2710000000000001
10/13/2015,1.9,3.1825,1.2825000000000002
10/14/2015,1.9,3.186,1.286
10/15/2015,1.901,3.1846,1.2836
10/16/2015,1.899,3.1826,1.2835999999999999
10/19/2015,1.902,3.1783,1.2763000000000002
10/20/2015,1.903,3.175,1.2719999999999998
10/21/2015,1.905,3.169,1.264
10/22/2015,1.904,3.157,1.2530000000000001
10/23/2015,1.909,3.144,1.235
10/26/2015,1.84,3.084,1.244
10/27/2015,1.8,3.047,1.247
10/28/2015,1.796,3.038,1.2419999999999998
10/29/2015,1.798,3.036,1.238
10/30/2015,1.798,3.036,1.238
11/2/2015,1.793,3.042,1.2489999999999999
11/3/2015,1.792,3.0425,1.2505
11/4/2015,1.79,3.0415,1.2515
11/5/2015,1.787,3.0405,1.2535000000000003
11/6/2015,1.787,3.0355,1.2485
11/9/2015,1.786,3.033,1.2469999999999999
11/10/2015,1.783,3.034,1.251
11/11/2015,1.782,3.034,1.2519999999999998
11/12/2015,1.784,3.034,1.2499999999999998
11/13/2015,1.786,3.034,1.2479999999999998
11/16/2015,1.784,3.038,1.2539999999999998
11/17/2015,1.782,3.04,1.258
11/18/2015,1.781,3.0441,1.2631
11/19/2015,1.785,3.044,1.2590000000000001
11/20/2015,1.784,3.044,1.26
11/23/2015,1.785,3.046,1.261
11/24/2015,1.785,3.05,1.265
11/25/2015,1.785,3.05,1.265
11/26/2015,1.785,3.05,1.265
11/27/2015,1.786,3.05,1.2639999999999998
11/30/2015,1.788,3.05,1.2619999999999998
12/1/2015,1.788,3.047,1.2590000000000001
12/2/2015,1.786,3.042,1.2559999999999998
12/3/2015,1.787,3.043,1.2560000000000002
12/4/2015,1.787,3.043,1.2560000000000002
12/7/2015,1.784,3.048,1.264
12/8/2015,1.786,3.051,1.2650000000000001
12/9/2015,1.789,3.047,1.2580000000000002
12/10/2015,1.789,3.046,1.257
12/11/2015,1.788,3.051,1.2630000000000001
12/14/2015,1.788,3.0461,1.2581
12/15/2015,1.788,3.051,1.2630000000000001
12/16/2015,1.79,3.0475,1.2574999999999998
12/17/2015,1.793,3.0481,1.2550999999999999
12/18/2015,1.816,3.0501,1.2341
12/21/2015,1.843,3.0551,1.2121
12/22/2015,1.875,3.0611,1.1861000000000002
12/23/2015,1.903,3.0735,1.1705
12/24/2015,1.924,3.0774,1.1534
12/25/2015,1.934,3.0825,1.1485
12/28/2015,1.939,3.0878,1.1488
12/29/2015,1.935,3.0882,1.1532
12/30/2015,1.935,3.0882,1.1532
12/31/2015,1.991,3.0852,1.0941999999999998
1/4/2016,1.995,3.086,1.0909999999999997
1/5/2016,1.998,3.086,1.0879999999999999
1/6/2016,1.98,3.082,1.1019999999999999
1/7/2016,1.966,3.0746,1.1086000000000003
1/8/2016,1.958,3.067,1.1090000000000002
1/11/2016,1.951,3.0585,1.1075
1/12/2016,1.951,3.053,1.1019999999999999
1/13/2016,1.95,3.041,1.091
1/14/2016,1.95,3.027,1.0770000000000002
1/15/2016,1.956,3.008,1.052
1/18/2016,1.954,2.985,1.031
1/19/2016,1.959,2.976,1.017
1/20/2016,1.983,2.9705,0.9874999999999998
1/21/2016,2.014,2.986,0.9720000000000004
1/22/2016,2.028,3.031,1.0030000000000001
1/25/2016,2.009,3.0415,1.0325000000000002
1/26/2016,1.997,3.073,1.0759999999999998
1/27/2016,1.995,3.104,1.109
1/28/2016,1.992,3.107,1.1150000000000002
1/29/2016,1.989,3.103,1.114
2/1/2016,1.987,3.082,1.0949999999999998
2/2/2016,1.984,3.081,1.097
2/3/2016,1.983,3.071,1.088
2/4/2016,1.983,3.061,1.0779999999999998
2/5/2016,1.984,3.06,1.076
2/6/2016,2.281,3.058,0.7769999999999997
2/14/2016,1.978,3.0495,1.0715000000000001
2/15/2016,1.977,3.041,1.0639999999999998
2/16/2016,1.974,3.029,1.055
2/17/2016,1.968,3.014,1.0459999999999998
2/18/2016,1.951,3.004,1.053
2/19/2016,1.938,2.967,1.0290000000000001
2/22/2016,1.934,2.947,1.0130000000000001
2/23/2016,1.933,2.927,0.994
2/24/2016,1.956,2.901,0.9449999999999998
2/25/2016,2.004,2.899,0.895
2/26/2016,2.048,2.899,0.851
2/29/2016,2.007,2.899,0.8919999999999999
3/1/2016,1.968,2.8835,0.9155000000000002
3/2/2016,1.962,2.857,0.8950000000000002
3/3/2016,1.957,2.84,0.8829999999999998
3/4/2016,1.95,2.832,0.8819999999999999
3/7/2016,1.951,2.823,0.8719999999999999
3/8/2016,1.95,2.814,0.8640000000000001
3/9/2016,1.95,2.807,0.857
3/10/2016,1.947,2.804,0.8569999999999998
3/11/2016,1.945,2.799,0.8539999999999999
3/14/2016,1.949,2.793,0.8440000000000001
3/15/2016,1.953,2.793,0.8400000000000001
3/16/2016,1.956,2.793,0.8370000000000002
3/17/2016,1.97,2.791,0.821
3/18/2016,1.99,2.793,0.8030000000000002
3/21/2016,1.998,2.795,0.7969999999999999
3/22/2016,2.007,2.797,0.79
3/23/2016,2,2.798,0.798
3/24/2016,1.995,2.799,0.8039999999999998
3/25/2016,1.989,2.797,0.808
3/28/2016,1.992,2.797,0.8050000000000002
3/29/2016,1.996,2.8002,0.8041999999999998
3/30/2016,2.004,2.8115,0.8075000000000001
3/31/2016,2.017,2.8248,0.8078000000000003
4/1/2016,2.014,2.8385,0.8245
4/5/2016,1.993,2.846,0.853
4/6/2016,1.983,2.845,0.8620000000000001
4/7/2016,1.9783,2.847,0.8687
4/8/2016,1.98,2.8455,0.8654999999999999
4/11/2016,1.985,2.8485,0.8634999999999999
4/12/2016,1.993,2.847,0.8539999999999999
4/13/2016,1.996,2.8485,0.8525
4/14/2016,1.999,2.8487,0.8496999999999999
4/15/2016,1.995,2.848,0.8529999999999998
4/18/2016,1.998,2.848,0.8499999999999999
4/19/2016,2.004,2.85,0.8460000000000001
4/20/2016,2.018,2.851,0.8330000000000002
4/21/2016,2.029,2.861,0.8320000000000003
4/22/2016,2.038,2.868,0.8300000000000001
4/25/2016,2.045,2.8735,0.8285
4/26/2016,2.036,2.8775,0.8414999999999999
4/27/2016,2.024,2.883,0.859
4/28/2016,2.021,2.8925,0.8715000000000002
4/29/2016,2.049,2.908,0.859
5/3/2016,2.0033,2.9044,0.9011
5/4/2016,2,2.899,0.899
5/5/2016,2.001,2.896,0.895
5/6/2016,2,2.894,0.8940000000000001
5/9/2016,1.999,2.892,0.8929999999999998
5/10/2016,1.999,2.892,0.8929999999999998
5/11/2016,1.999,2.894,0.895
5/12/2016,2,2.8955,0.8955000000000002
5/13/2016,2.002,2.9035,0.9015000000000004
5/16/2016,2.005,2.9075,0.9025000000000003
5/17/2016,2.011,2.9158,0.9047999999999998
5/18/2016,2.011,2.9227,0.9116999999999997
5/19/2016,2.01,2.9273,0.9173
5/20/2016,2.008,2.9288,0.9207999999999998
5/23/2016,2.004,2.93,0.9260000000000002
5/24/2016,2.002,2.933,0.931
5/25/2016,2.001,2.9385,0.9375
5/26/2016,2.001,2.941,0.94
5/27/2016,2.001,2.942,0.9410000000000003
5/30/2016,2.002,2.9455,0.9435000000000002
5/31/2016,2.01,2.946,0.9360000000000004
6/1/2016,2.006,2.946,0.9400000000000004
6/2/2016,2.004,2.946,0.9420000000000002
6/3/2016,1.999,2.947,0.948
6/6/2016,1.998,2.946,0.9480000000000002
6/7/2016,2,2.946,0.9460000000000002
6/8/2016,2,2.946,0.9460000000000002
6/12/2016,2,2.946,0.9460000000000002
6/13/2016,2,2.9476,0.9476
6/14/2016,2,2.9508,0.9508000000000001
6/15/2016,2,2.9521,0.9521000000000002
6/16/2016,2.002,2.9523,0.9503000000000004
6/17/2016,2.005,2.9568,0.9518
6/20/2016,2.01,2.9572,0.9472
6/21/2016,2.019,2.9573,0.9382999999999999
6/22/2016,2.027,2.9593,0.9322999999999997
6/23/2016,2.032,2.9605,0.9285000000000001
6/24/2016,2.035,2.9626,0.9276
6/27/2016,2.038,2.9618,0.9238000000000004
6/28/2016,2.04,2.9638,0.9238
6/29/2016,2.038,2.9639,0.9259000000000004
6/30/2016,2.037,2.9659,0.9289000000000001
7/1/2016,2.027,2.9661,0.9390999999999998
7/4/2016,2.014,2.9672,0.9532000000000003
7/5/2016,2.007,2.9605,0.9535
7/6/2016,1.999,2.953,0.9539999999999997
7/7/2016,1.997,2.9455,0.9484999999999999
7/8/2016,1.996,2.936,0.94
7/11/2016,1.996,2.931,0.935
7/12/2016,1.994,2.924,0.9299999999999999
7/13/2016,1.993,2.907,0.9139999999999999
7/14/2016,1.993,2.888,0.8949999999999998
7/15/2016,1.996,2.877,0.8809999999999998
7/18/2016,1.996,2.87,0.8740000000000001
7/19/2016,2.003,2.865,0.8620000000000001
7/20/2016,2.005,2.8615,0.8565
7/21/2016,2.008,2.8575,0.8494999999999999
7/22/2016,2.023,2.856,0.8329999999999997
7/25/2016,2.032,2.854,0.8220000000000001
7/26/2016,2.037,2.851,0.8140000000000001
7/27/2016,2.038,2.849,0.8110000000000004
7/28/2016,2.028,2.8465,0.8184999999999998
7/29/2016,2.017,2.846,0.8290000000000002
8/1/2016,2.012,2.844,0.8319999999999999
8/2/2016,2.008,2.839,0.831
8/3/2016,2.004,2.8335,0.8294999999999999
8/4/2016,2.002,2.822,0.8200000000000003
8/5/2016,2.002,2.8185,0.8165
8/8/2016,2.005,2.815,0.81
8/9/2016,2.01,2.8105,0.8005000000000004
8/10/2016,2.017,2.8085,0.7915000000000001
8/11/2016,2.021,2.805,0.7840000000000003
8/12/2016,2.021,2.8045,0.7835000000000001
8/15/2016,2.0233,2.8028,0.7795000000000001
8/16/2016,2.022,2.7995,0.7775000000000003
8/17/2016,2.022,2.796,0.774
8/18/2016,2.023,2.794,0.7709999999999999
8/19/2016,2.023,2.793,0.77
8/22/2016,2.0233,2.7944,0.7711000000000001
8/23/2016,2.033,2.793,0.7600000000000002
8/24/2016,2.043,2.794,0.7509999999999999
8/25/2016,2.044,2.795,0.7509999999999999
8/26/2016,2.044,2.796,0.7519999999999998
8/29/2016,2.049,2.795,0.746
8/30/2016,2.063,2.795,0.7319999999999998
8/31/2016,2.065,2.794,0.7290000000000001
9/1/2016,2.066,2.791,0.7250000000000001
9/2/2016,2.066,2.788,0.722
9/5/2016,2.07,2.786,0.7160000000000002
9/6/2016,2.077,2.7845,0.7075
9/7/2016,2.0803,2.781,0.7007000000000003
9/8/2016,2.081,2.781,0.7000000000000002
9/9/2016,2.085,2.7831,0.6981000000000002
9/12/2016,2.095,2.7849,0.6898999999999997
9/13/2016,2.108,2.785,0.677
9/14/2016,2.128,2.7885,0.6604999999999999
9/18/2016,2.14,2.7919,0.6518999999999999
9/19/2016,2.154,2.796,0.6419999999999999
9/20/2016,2.159,2.799,0.6400000000000001
9/21/2016,2.167,2.8009,0.6339000000000001
9/22/2016,2.168,2.803,0.6349999999999998
9/23/2016,2.1668,2.804,0.6372
9/26/2016,2.164,2.804,0.6399999999999997
9/27/2016,2.166,2.8025,0.6365000000000003
9/28/2016,2.178,2.8015,0.6234999999999999
9/29/2016,2.188,2.8015,0.6134999999999997
9/30/2016,2.327,2.8015,0.4744999999999999
10/8/2016,2.193,2.8015,0.6084999999999998
10/9/2016,2.175,2.8015,0.6265000000000001
10/10/2016,2.162,2.8015,0.6395
10/11/2016,2.153,2.8015,0.6484999999999999
10/12/2016,2.15,2.8015,0.6515
10/13/2016,2.151,2.8025,0.6515000000000004
10/14/2016,2.153,2.8025,0.6495000000000002
10/17/2016,2.159,2.804,0.645
10/18/2016,2.173,2.804,0.6309999999999998
10/19/2016,2.196,2.804,0.6079999999999997
10/20/2016,2.208,2.8054,0.5973999999999999
10/21/2016,2.222,2.8096,0.5876000000000001
10/24/2016,2.231,2.813,0.5820000000000003
10/25/2016,2.238,2.814,0.5760000000000001
10/26/2016,2.248,2.8164,0.5683999999999996
10/27/2016,2.254,2.8207,0.5667
10/28/2016,2.254,2.8221,0.5680999999999998
10/31/2016,2.253,2.8233,0.5703
11/1/2016,2.252,2.8254,0.5734000000000004
11/2/2016,2.2492,2.8296,0.5804
11/3/2016,2.245,2.838,0.593
11/4/2016,2.232,2.8458,0.6137999999999999
11/7/2016,2.206,2.8576,0.6516000000000002
11/8/2016,2.187,2.8648,0.6778
11/9/2016,2.182,2.8655,0.6835
11/10/2016,2.196,2.8701,0.6740999999999997
11/11/2016,2.211,2.8751,0.6641000000000004
11/14/2016,2.231,2.8846,0.6536
11/15/2016,2.247,2.8955,0.6485000000000003
11/16/2016,2.257,2.9125,0.6555
11/17/2016,2.259,2.9325,0.6735000000000002
11/18/2016,2.265,2.9505,0.6854999999999998
11/21/2016,2.271,2.9701,0.6991
11/22/2016,2.273,2.9765,0.7035
11/23/2016,2.277,2.9857,0.7086999999999999
11/24/2016,2.282,2.9956,0.7136
11/25/2016,2.289,3.0026,0.7136
11/28/2016,2.298,3.0113,0.7132999999999998
11/29/2016,2.302,3.0172,0.7151999999999998
11/30/2016,2.316,3.0358,0.7198000000000002
12/1/2016,2.325,3.0556,0.7305999999999999
12/2/2016,2.32,3.0686,0.7486000000000002
12/5/2016,2.308,3.0889,0.7809000000000004
12/6/2016,2.299,3.1039,0.8049
12/7/2016,2.292,3.1134,0.8214000000000001
12/8/2016,2.2908,3.1144,0.8235999999999999
12/9/2016,2.2925,3.1265,0.8340000000000001
