Date,.SSEC,.VHSI,.SSE180VWI,.CSI000952,.CSI300FS
5/30/2000,1877.471,,,,
5/31/2000,1894.554,,,,
6/1/2000,1903.488,,,,
6/2/2000,1916.25,,,,
6/5/2000,1899.092,,,,
6/6/2000,1925.544,,,,
6/7/2000,1935.031,,,,
6/8/2000,1925.206,,,,
6/9/2000,1900.787,,,,
6/12/2000,1912.557,,,,
6/13/2000,1938.674,,,,
6/14/2000,1932.29,,,,
6/15/2000,1942.285,,,,
6/16/2000,1926.944,,,,
6/19/2000,1915.205,,,,
6/20/2000,1895.348,,,,
6/21/2000,1913.131,,,,
6/22/2000,1913.901,,,,
6/23/2000,1939.627,,,,
6/26/2000,1948.639,,,,
6/27/2000,1942.898,,,,
6/28/2000,1947.481,,,,
6/29/2000,1937.261,,,,
6/30/2000,1928.106,,,,
7/3/2000,1895.637,,,,
7/4/2000,1907.931,,,,
7/5/2000,1909.187,,,,
7/6/2000,1902.552,,,,
7/7/2000,1932.792,,,,
7/10/2000,1948.021,,,,
7/11/2000,1960.541,,,,
7/12/2000,1973.374,,,,
7/13/2000,1979.201,,,,
7/14/2000,1987.192,,,,
7/17/2000,1982.479,,,,
7/18/2000,1993.986,,,,
7/19/2000,1998.426,,,,
7/20/2000,1991.56,,,,
7/21/2000,1996.336,,,,
7/24/2000,1989.239,,,,
7/25/2000,1996.577,,,,
7/26/2000,2012.319,,,,
7/27/2000,2012.35,,,,
7/28/2000,2012.793,,,,
7/31/2000,2023.539,,,,
8/1/2000,2028.151,,,,
8/2/2000,2030.683,,,,
8/3/2000,2036.301,,,,
8/4/2000,2026.361,,,,
8/7/2000,2039.419,,,,
8/8/2000,2049.916,,,,
8/9/2000,2061.18,,,,
8/10/2000,2065.943,,,,
8/11/2000,2062.666,,,,
8/14/2000,2076.3,,,,
8/15/2000,2076.823,,,,
8/16/2000,2083.467,,,,
8/17/2000,2091.586,,,,
8/18/2000,2090.183,,,,
8/21/2000,2108.69,,,,
8/22/2000,2074.703,,,,
8/23/2000,2057.919,,,,
8/24/2000,2071.161,,,,
8/25/2000,2086.703,,,,
8/28/2000,2100.585,,,,
8/29/2000,2105.476,,,,
8/30/2000,2076.143,,,,
8/31/2000,2021.199,,,,
9/1/2000,1999.859,,,,
9/4/2000,2010.602,,,,
9/5/2000,1963.792,,,,
9/6/2000,1925.907,,,,
9/7/2000,1950.663,,,,
9/8/2000,1959.312,,,,
9/11/2000,1972.043,,,,
9/12/2000,1979.095,,,,
9/13/2000,1988.936,,,,
9/14/2000,1979.505,,,,
9/15/2000,1978.434,,,,
9/18/2000,1946.753,,,,
9/19/2000,1903.154,,,,
9/20/2000,1922.289,,,,
9/21/2000,1907.306,,,,
9/22/2000,1891.984,,,,
9/25/2000,1875.911,,,,
9/26/2000,1887.829,,,,
9/27/2000,1914.086,,,,
9/28/2000,1889.289,,,,
9/29/2000,1910.161,,,,
10/9/2000,1915.35,,,,
10/10/2000,1942.149,,,,
10/11/2000,1933.726,,,,
10/12/2000,1926.324,,,,
10/13/2000,1918.157,,,,
10/16/2000,1902.809,,,,
10/17/2000,1909.49,,,,
10/18/2000,1922.845,,,,
10/19/2000,1913.42,,,,
10/20/2000,1947.455,,,,
10/23/2000,1958.938,,,,
10/24/2000,1956.344,,,,
10/25/2000,1977.254,,,,
10/26/2000,1967.673,,,,
10/27/2000,1967.405,,,,
10/30/2000,1973.578,,,,
10/31/2000,1961.287,,,,
11/1/2000,1977.363,,,,
11/2/2000,1984.26,,,,
11/3/2000,1981.631,,,,
11/6/2000,1991.173,,,,
11/7/2000,1997.077,,,,
11/8/2000,2012.908,,,,
11/9/2000,2032.482,,,,
11/10/2000,2047.458,,,,
11/13/2000,2070.788,,,,
11/14/2000,2085.118,,,,
11/15/2000,2081.905,,,,
11/16/2000,2095.984,,,,
11/17/2000,2093.235,,,,
11/20/2000,2101.389,,,,
11/21/2000,2097.982,,,,
11/22/2000,2113.303,,,,
11/23/2000,2119.439,,,,
11/24/2000,2053.37,,,,
11/27/2000,2049.671,,,,
11/28/2000,2079.396,,,,
11/29/2000,2067.495,,,,
11/30/2000,2070.613,,,,
12/1/2000,2081.843,,,,
12/4/2000,2092.139,,,,
12/5/2000,2091.67,,,,
12/6/2000,2075.627,,,,
12/7/2000,2075.044,,,,
12/8/2000,2073.163,,,,
12/11/2000,2046.076,,,,
12/12/2000,2059.053,,,,
12/13/2000,2056.12,,,,
12/14/2000,2051.079,,,,
12/15/2000,2039.364,,,,
12/18/2000,2044.545,,,,
12/19/2000,2049.032,,,,
12/20/2000,2071.268,,,,
12/21/2000,2076.886,,,,
12/22/2000,2069.768,,,,
12/25/2000,2068.174,,,,
12/26/2000,2076.266,,,,
12/27/2000,2058.244,,,,
12/28/2000,2053.704,,,,
12/29/2000,2073.477,,,,
1/2/2001,2103.469,27.85,,,
1/3/2001,2123.899,28.16,,,
1/4/2001,2117.405,28.55,,,
1/5/2001,2125.3,27.27,,,
1/8/2001,2102.064,28.33,,,
1/9/2001,2101.135,27.74,,,
1/10/2001,2125.615,28.18,,,
1/11/2001,2119.141,28.13,,,
1/12/2001,2104.747,27.09,,,
1/15/2001,2032.443,27.32,,,
1/16/2001,2045.887,26.68,,,
1/17/2001,2034.584,26.94,,,
1/18/2001,2043.11,25.13,,,
1/19/2001,2065.606,23.11,,,
1/22/2001,,23.22,,,
1/23/2001,,24.52,,,
1/29/2001,,26.24,,,
1/30/2001,,26.45,,,
1/31/2001,,27.61,,,
2/1/2001,,27.25,,,
2/2/2001,,25.93,,,
2/5/2001,2008.032,26.72,,,
2/6/2001,1995.315,26.02,,,
2/7/2001,1979.939,23.86,,,
2/8/2001,1930.138,23.69,,,
2/9/2001,1956.97,23.56,,,
2/12/2001,1961.221,24.48,,,
2/13/2001,1963.528,23.52,,,
2/14/2001,1963.2,23.4,,,
2/15/2001,1946.479,23.17,,,
2/16/2001,1941.964,22.99,,,
2/19/2001,1967.55,22.56,,,
2/20/2001,1953.218,21.94,,,
2/21/2001,1909.326,23.22,,,
2/22/2001,1907.26,25.22,,,
2/23/2001,1936.346,23.61,,,
2/26/2001,1954.693,24.3,,,
2/27/2001,1962.042,24.81,,,
2/28/2001,1959.18,24.54,,,
3/1/2001,1965.121,24.71,,,
3/2/2001,1985.111,26.98,,,
3/5/2001,1984.2,26.86,,,
3/6/2001,1990.06,26.16,,,
3/7/2001,1991.177,25.76,,,
3/8/2001,2000.9,24.72,,,
3/9/2001,2011.66,24.52,,,
3/12/2001,2012.552,26.52,,,
3/13/2001,1998.699,26.75,,,
3/14/2001,2018.616,27.09,,,
3/15/2001,2022.601,28.43,,,
3/16/2001,2020.236,27.81,,,
3/19/2001,2036.617,28.74,,,
3/20/2001,2045.793,28.85,,,
3/21/2001,2066.39,29.08,,,
3/22/2001,2087.532,31.12,,,
3/23/2001,2053.539,31.76,,,
3/26/2001,2089.881,29.97,,,
3/27/2001,2107.258,30.07,,,
3/28/2001,2106.874,30.22,,,
3/29/2001,2101.658,30.46,,,
3/30/2001,2112.775,29.43,,,
4/2/2001,2125.084,29.75,,,
4/3/2001,2123.052,29.25,,,
4/4/2001,2090.719,29.58,,,
4/5/2001,2112.6,,,,
4/6/2001,2108.606,30.47,,,
4/9/2001,2117.367,30.98,,,
4/10/2001,2128.479,29.02,,,
4/11/2001,2131.397,28.43,,,
4/12/2001,2134.798,27.97,,,
4/13/2001,2145.4,,,,
4/16/2001,2168.059,,,,
4/17/2001,2176.679,29.45,,,
4/18/2001,2172.564,29.18,,,
4/19/2001,2172.87,30.69,,,
4/20/2001,2152.335,29.52,,,
4/23/2001,2150.426,30.39,,,
4/24/2001,2166.174,30.5,,,
4/25/2001,2119.18,29.51,,,
4/26/2001,2105.056,27.88,,,
4/27/2001,2115.109,26.17,,,
4/30/2001,2119.184,,,,
5/2/2001,,26.61,,,
5/3/2001,,26.42,,,
5/4/2001,,26.64,,,
5/7/2001,,27.26,,,
5/8/2001,2137.994,27.16,,,
5/9/2001,2132.89,27.14,,,
5/10/2001,2147.283,27.22,,,
5/11/2001,2155.405,26.65,,,
5/14/2001,2178.466,27.61,,,
5/15/2001,2191.064,28.18,,,
5/16/2001,2199.505,27.66,,,
5/17/2001,2194.647,26.64,,,
5/18/2001,2203.372,26.23,,,
5/21/2001,2213.595,26.47,,,
5/22/2001,2210.337,25.73,,,
5/23/2001,2197.595,25.03,,,
5/24/2001,2198.297,24.67,,,
5/25/2001,2193.576,23.98,,,
5/28/2001,2179.699,24.66,,,
5/29/2001,2180.276,24.81,,,
5/30/2001,2211.201,25.3,,,
5/31/2001,2214.257,25.64,,,
6/1/2001,2219.591,24.64,,,
6/4/2001,2226.779,24.46,,,
6/5/2001,2234.987,23.35,,,
6/6/2001,2238.501,22.56,,,
6/7/2001,2229.812,21.7,,,
6/8/2001,2223.068,21.42,,,
6/11/2001,2214.623,21.9,,,
6/12/2001,2222.959,22.24,,,
6/13/2001,2242.423,22.54,,,
6/14/2001,2202.398,23.54,,,
6/15/2001,2210.97,23.44,,,
6/18/2001,2167.647,24.45,,,
6/19/2001,2170.454,24.12,,,
6/20/2001,2163.123,24.83,,,
6/21/2001,2189.145,23.91,,,
6/22/2001,2206.067,22.73,,,
6/25/2001,2230.197,,,,
6/26/2001,2233.591,23.75,,,
6/27/2001,2229.828,23.82,,,
6/28/2001,2219.25,24.03,,,
6/29/2001,2218.029,22.01,,,
7/2/2001,2205.985,,,,
7/3/2001,2211.83,21.5,,,
7/4/2001,2202.058,20.99,,,
7/5/2001,2181.663,21.14,,,
7/6/2001,2170.521,,,,
7/9/2001,2169.655,22.79,,,
7/10/2001,2189.785,22.51,,,
7/11/2001,2168.74,22.86,,,
7/12/2001,2165.491,22.5,,,
7/13/2001,2161.34,22.53,,,
7/16/2001,2146.236,22.63,,,
7/17/2001,2140.981,23.27,,,
7/18/2001,2146.541,23,,,
7/19/2001,2150.265,23.32,,,
7/20/2001,2179.624,23.03,,,
7/23/2001,2169.007,23.38,,,
7/24/2001,2136.454,23.03,,,
7/25/2001,2112.256,,,,
7/26/2001,2094.009,24.44,,,
7/27/2001,2065.728,23.93,,,
7/30/2001,1956.823,24.39,,,
7/31/2001,1920.318,23.78,,,
8/1/2001,1986.928,22.83,,,
8/2/2001,1957.023,22.1,,,
8/3/2001,1958.692,21.83,,,
8/6/2001,1882.126,22.66,,,
8/7/2001,1903.932,23.25,,,
8/8/2001,1895.169,23.22,,,
8/9/2001,1924.59,24.18,,,
8/10/2001,1955.036,23.91,,,
8/13/2001,1955.1,24.65,,,
8/14/2001,1939.542,24.43,,,
8/15/2001,1947.359,24.6,,,
8/16/2001,1919.645,25.26,,,
8/17/2001,1924.003,25.48,,,
8/20/2001,1934.489,26.82,,,
8/21/2001,1938.871,27.2,,,
8/22/2001,1903.446,27.27,,,
8/23/2001,1902.99,27.53,,,
8/24/2001,1886.8,26.75,,,
8/27/2001,1827.25,27.52,,,
8/28/2001,1843.385,27.37,,,
8/29/2001,1847.536,27.28,,,
8/30/2001,1839.631,26.74,,,
8/31/2001,1834.138,27.48,,,
9/3/2001,1817.19,27.27,,,
9/4/2001,1862.36,27.35,,,
9/5/2001,1868.27,27.35,,,
9/6/2001,1861.561,27.58,,,
9/7/2001,1808.844,28.58,,,
9/10/2001,1856.529,30.11,,,
9/11/2001,1863.78,29.76,,,
9/12/2001,1852.604,36.33,,,
9/13/2001,1839.909,38.68,,,
9/14/2001,1818.382,37.23,,,
9/17/2001,1784.608,41.98,,,
9/18/2001,1798.622,41.18,,,
9/19/2001,1822.695,40.41,,,
9/20/2001,1818.419,43.77,,,
9/21/2001,1807.019,42.4,,,
9/24/2001,1794.961,42.34,,,
9/25/2001,1793.884,40.51,,,
9/26/2001,1767.814,38.92,,,
9/27/2001,1764.932,37.57,,,
9/28/2001,1764.867,35.99,,,
10/3/2001,,35.08,,,
10/4/2001,,33.86,,,
10/5/2001,,33.96,,,
10/8/2001,1726.533,37.7,,,
10/9/2001,1744.64,34.97,,,
10/10/2001,1686.612,34.8,,,
10/11/2001,1638.326,33.08,,,
10/12/2001,1691.326,33.82,,,
10/15/2001,1687.28,35.2,,,
10/16/2001,1655.902,34.2,,,
10/17/2001,1643.066,33.08,,,
10/18/2001,1615.579,34.13,,,
10/19/2001,1572.453,32.99,,,
10/22/2001,1520.669,33.98,,,
10/23/2001,1670.562,31.38,,,
10/24/2001,1718.06,31.4,,,
10/25/2001,1676.499,,,,
10/26/2001,1677.878,31.39,,,
10/29/2001,1700.477,34.19,,,
10/30/2001,1682.769,34.82,,,
10/31/2001,1689.17,34.73,,,
11/1/2001,1707.754,33.59,,,
11/2/2001,1691.351,32.22,,,
11/5/2001,1679.572,31.53,,,
11/6/2001,1671.278,31.37,,,
11/7/2001,1594.05,31,,,
11/8/2001,1605.871,29.14,,,
11/9/2001,1630.359,27.86,,,
11/12/2001,1621.195,28.21,,,
11/13/2001,1615.931,28.12,,,
11/14/2001,1617.102,26.4,,,
11/15/2001,1621.344,25.85,,,
11/16/2001,1646.763,25.83,,,
11/19/2001,1669.894,25.76,,,
11/20/2001,1699.732,25.12,,,
11/21/2001,1705.664,24.32,,,
11/22/2001,1715.813,23.27,,,
11/23/2001,1712.564,21.78,,,
11/26/2001,1705.885,22.95,,,
11/27/2001,1722.589,23.72,,,
11/28/2001,1735,24.54,,,
11/29/2001,1732.296,25.17,,,
11/30/2001,1747.993,24.52,,,
12/3/2001,1762.562,26.29,,,
12/4/2001,1769.681,25.2,,,
12/5/2001,1745.227,24.65,,,
12/6/2001,1751.182,25.67,,,
12/7/2001,1745.407,24.19,,,
12/10/2001,1748.682,24.38,,,
12/11/2001,1728.878,24.33,,,
12/12/2001,1715.172,23.09,,,
12/13/2001,1688.013,24.59,,,
12/14/2001,1675.514,24.73,,,
12/17/2001,1665.938,24.88,,,
12/18/2001,1687.29,24.5,,,
12/19/2001,1672.698,23.63,,,
12/20/2001,1631.537,23.44,,,
12/21/2001,1640.142,26.86,,,
12/24/2001,1606.104,26.11,,,
12/25/2001,1611.17,,,,
12/26/2001,1633.643,,,,
12/27/2001,1627.923,25.38,,,
12/28/2001,1639.484,25.45,,,
12/31/2001,1645.971,26.54,,,
1/2/2002,,27.23,,,
1/3/2002,,25.87,,,
1/4/2002,1611.393,24.61,,,
1/7/2002,1596.76,23.83,,,
1/8/2002,1583.461,24.15,,,
1/9/2002,1561.349,24.67,,,
1/10/2002,1576.437,24.61,,,
1/11/2002,1535.593,24.51,,,
1/14/2002,1485.108,24.57,,,
1/15/2002,1459.653,24.42,,,
1/16/2002,1479.619,23.57,,,
1/17/2002,1419.519,22.9,,,
1/18/2002,1415.438,22.24,,,
1/21/2002,1366.968,22.27,,,
1/22/2002,1358.691,22.43,,,
1/23/2002,1444.965,20.93,,,
1/24/2002,1456.404,20.2,,,
1/25/2002,1451.484,20.15,,,
1/28/2002,1359.549,21.55,,,
1/29/2002,1392.775,22.24,,,
1/30/2002,1396.605,23.69,,,
1/31/2002,1491.665,23.9,,,
2/1/2002,1485.77,22.87,,,
2/4/2002,1511.327,22.71,,,
2/5/2002,1518.28,22.13,,,
2/6/2002,1485.802,20.68,,,
2/7/2002,1515.394,20.76,,,
2/8/2002,1506.615,20.16,,,
2/11/2002,,20.86,,,
2/15/2002,,21.29,,,
2/18/2002,,22.19,,,
2/19/2002,,22.61,,,
2/20/2002,,24,,,
2/21/2002,,23.84,,,
2/22/2002,,24.39,,,
2/25/2002,1530.284,25.16,,,
2/26/2002,1531.43,24.89,,,
2/27/2002,1538.319,24.98,,,
2/28/2002,1524.701,25.4,,,
3/1/2002,1502.54,24.82,,,
3/4/2002,1526.804,25.86,,,
3/5/2002,1560.079,25.37,,,
3/6/2002,1569.208,24.16,,,
3/7/2002,1613.001,22.51,,,
3/8/2002,1640.256,21.77,,,
3/11/2002,1664.094,22.17,,,
3/12/2002,1643.692,21.72,,,
3/13/2002,1623.432,21.51,,,
3/14/2002,1665.151,21.64,,,
3/15/2002,1620.976,21.47,,,
3/18/2002,1623.884,22.15,,,
3/19/2002,1665.357,21.98,,,
3/20/2002,1682.51,22.06,,,
3/21/2002,1685.017,21.3,,,
3/22/2002,1669.694,19.66,,,
3/25/2002,1675.289,19.99,,,
3/26/2002,1649.484,20.03,,,
3/27/2002,1654.231,19.87,,,
3/28/2002,1650.673,20.06,,,
3/29/2002,1603.905,,,,
4/1/2002,1608.506,,,,
4/2/2002,1582.883,21.87,,,
4/3/2002,1594.508,21.55,,,
4/4/2002,1641.699,21.24,,,
4/5/2002,1634.643,,,,
4/8/2002,1640.65,21.79,,,
4/9/2002,1667.522,21.5,,,
4/10/2002,1677.658,21.48,,,
4/11/2002,1649.53,21.66,,,
4/12/2002,1658.979,21.6,,,
4/15/2002,1649.5,21.89,,,
4/16/2002,1640.285,21.62,,,
4/17/2002,1644.395,21.42,,,
4/18/2002,1628.137,20.76,,,
4/19/2002,1635.172,19.92,,,
4/22/2002,1627.48,19.56,,,
4/23/2002,1624.546,19.48,,,
4/24/2002,1611.051,19.83,,,
4/25/2002,1615.919,19.66,,,
4/26/2002,1640.589,19.18,,,
4/29/2002,1665.812,20.5,,,
4/30/2002,1667.749,20.81,,,
5/2/2002,,21.23,,,
5/3/2002,,20.48,,,
5/6/2002,,21.17,,,
5/7/2002,,21.67,,,
5/8/2002,1652.368,21.44,,,
5/9/2002,1650.578,22.24,,,
5/10/2002,1638.198,21.57,,,
5/13/2002,1623.94,21.91,,,
5/14/2002,1616.231,21.59,,,
5/15/2002,1598.354,21.47,,,
5/16/2002,1549.501,20.78,,,
5/17/2002,1567.497,19.81,,,
5/20/2002,1541.53,,,,
5/21/2002,1588.108,20.96,,,
5/22/2002,1564.489,19.93,,,
5/23/2002,1571.611,19.88,,,
5/24/2002,1549.466,19.46,,,
5/27/2002,1555.048,20.2,,,
5/28/2002,1558.524,20.19,,,
5/29/2002,1524.806,19.96,,,
5/30/2002,1523.522,20.12,,,
5/31/2002,1515.733,19.73,,,
6/3/2002,1483.348,20.06,,,
6/4/2002,1490.514,20.16,,,
6/5/2002,1462,19.53,,,
6/6/2002,1521.263,18.7,,,
6/7/2002,1529.507,18.79,,,
6/10/2002,1517.23,19.52,,,
6/11/2002,1530.963,19.04,,,
6/12/2002,1524.842,18.75,,,
6/13/2002,1511.711,18.69,,,
6/14/2002,1494.246,19.09,,,
6/17/2002,1496.242,20.13,,,
6/18/2002,1524.068,20.05,,,
6/19/2002,1507.668,21.11,,,
6/20/2002,1516.151,20.19,,,
6/21/2002,1562.722,20.89,,,
6/24/2002,1707.313,21.4,,,
6/25/2002,1706.591,21.67,,,
6/26/2002,1712.91,26.39,,,
6/27/2002,1723.545,24.36,,,
6/28/2002,1732.755,23.51,,,
7/1/2002,1713.705,,,,
7/2/2002,1724.949,24.03,,,
7/3/2002,1730.919,23.78,,,
7/4/2002,1713.135,23.12,,,
7/5/2002,1722.188,22.47,,,
7/8/2002,1732.934,23.03,,,
7/9/2002,1729.986,23.08,,,
7/10/2002,1701.824,23.32,,,
7/11/2002,1696.94,24.57,,,
7/12/2002,1698.298,24.42,,,
7/15/2002,1687.945,25.72,,,
7/16/2002,1691.623,26.42,,,
7/17/2002,1701.718,26.84,,,
7/18/2002,1704.912,26.56,,,
7/19/2002,1713.861,27.43,,,
7/22/2002,1681.009,27.81,,,
7/23/2002,1673.861,28.22,,,
7/24/2002,1672.4,34.38,,,
7/25/2002,1665.109,36.37,,,
7/26/2002,1657.499,35.93,,,
7/29/2002,1665.674,33.75,,,
7/30/2002,1669.002,32.72,,,
7/31/2002,1651.594,29.83,,,
8/1/2002,1653.008,29.25,,,
8/2/2002,1661.871,29.92,,,
8/5/2002,1653.957,29.72,,,
8/6/2002,1670.619,30.41,,,
8/7/2002,1668.065,29.27,,,
8/8/2002,1659.802,28.85,,,
8/9/2002,1647.046,28.07,,,
8/12/2002,1634.566,28.46,,,
8/13/2002,1636.632,27.77,,,
8/14/2002,1646.722,27.96,,,
8/15/2002,1634.366,26.87,,,
8/16/2002,1646.792,25.48,,,
8/19/2002,1644.301,25.46,,,
8/20/2002,1671.351,24.91,,,
8/21/2002,1673.549,25,,,
8/22/2002,1686.111,24.55,,,
8/23/2002,1683.207,23.64,,,
8/26/2002,1670.685,24.16,,,
8/27/2002,1679.691,24.64,,,
8/28/2002,1676.77,24.84,,,
8/29/2002,1667.318,25.03,,,
8/30/2002,1666.618,24.71,,,
9/2/2002,1668.774,25.07,,,
9/3/2002,1674.07,24.8,,,
9/4/2002,1663.972,24.53,,,
9/5/2002,1641.807,24.92,,,
9/6/2002,1631.384,24.74,,,
9/9/2002,1621.582,25.39,,,
9/10/2002,1625.111,24.77,,,
9/11/2002,1620.355,24.34,,,
9/12/2002,1624.558,23.67,,,
9/13/2002,1625.759,24.42,,,
9/16/2002,1604.083,25.99,,,
9/17/2002,1604.881,25.33,,,
9/18/2002,1594.584,25.75,,,
9/19/2002,1619.354,26.13,,,
9/20/2002,1604.913,27.36,,,
9/23/2002,1602.591,28.02,,,
9/24/2002,1596.732,28.66,,,
9/25/2002,1597.837,29.15,,,
9/26/2002,1587.649,28.85,,,
9/27/2002,1581.618,28.65,,,
9/30/2002,,29.27,,,
10/2/2002,,27.87,,,
10/3/2002,,28.67,,,
10/4/2002,,28.46,,,
10/7/2002,,29.35,,,
10/8/2002,1562.993,28.83,,,
10/9/2002,1535.366,28.53,,,
10/10/2002,1530.407,27.79,,,
10/11/2002,1524.051,26.99,,,
10/14/2002,1531.676,,,,
10/15/2002,1524.728,25.78,,,
10/16/2002,1537.388,26.13,,,
10/17/2002,1513.097,25.59,,,
10/18/2002,1519.539,25.01,,,
10/21/2002,1524.925,25,,,
10/22/2002,1548.104,24.33,,,
10/23/2002,1548.965,23.35,,,
10/24/2002,1536.52,23.74,,,
10/25/2002,1520.313,24.18,,,
10/28/2002,1502.716,24.2,,,
10/29/2002,1510.882,26.13,,,
10/30/2002,1509.707,25.9,,,
10/31/2002,1507.496,26.38,,,
11/1/2002,1510.76,25.53,,,
11/4/2002,1531.842,25.52,,,
11/5/2002,1558.239,25.67,,,
11/6/2002,1552.561,25.45,,,
11/7/2002,1554.237,25.05,,,
11/8/2002,1522.187,24.63,,,
11/11/2002,1504.403,24.85,,,
11/12/2002,1485.913,24.71,,,
11/13/2002,1490.464,24.03,,,
11/14/2002,1460.795,23.44,,,
11/15/2002,1463.691,22.51,,,
11/18/2002,1451.29,22.56,,,
11/19/2002,1462.174,22.03,,,
11/20/2002,1425.843,21.2,,,
11/21/2002,1390.629,19.91,,,
11/22/2002,1395.497,20.03,,,
11/25/2002,1398.438,20.01,,,
11/26/2002,1371.167,20.22,,,
11/27/2002,1378.752,19.58,,,
11/28/2002,1417.525,18.73,,,
11/29/2002,1434.182,18.4,,,
12/2/2002,1395.675,18.92,,,
12/3/2002,1408.843,18.58,,,
12/4/2002,1414.454,19.86,,,
12/5/2002,1404.88,19.64,,,
12/6/2002,1405.525,19.24,,,
12/9/2002,1400.867,19.13,,,
12/10/2002,1383.84,18.96,,,
12/11/2002,1379.195,18.32,,,
12/12/2002,1383.91,18.15,,,
12/13/2002,1396.898,17.76,,,
12/16/2002,1408.515,18.23,,,
12/17/2002,1416.096,18.31,,,
12/18/2002,1411.719,18.93,,,
12/19/2002,1413.597,16.9,,,
12/20/2002,1427.936,16.65,,,
12/23/2002,1430.199,16.64,,,
12/24/2002,1430.827,16.38,,,
12/25/2002,1421.515,,,,
12/26/2002,1384.152,,,,
12/27/2002,1382.971,16.76,,,
12/30/2002,1366.362,19.48,,,
12/31/2002,1357.654,19.14,,,
1/2/2003,1320.63,19.22,,,
1/3/2003,1319.868,19.04,,,
1/6/2003,1334.679,18.86,,,
1/7/2003,1332.061,19.07,,,
1/8/2003,1372.067,18.45,,,
1/9/2003,1397.384,17.46,,,
1/10/2003,1384.859,17.06,,,
1/13/2003,1386.314,17.43,,,
1/14/2003,1466.851,17.43,,,
1/15/2003,1459.92,16.52,,,
1/16/2003,1485.618,17.5,,,
1/17/2003,1478.675,18.29,,,
1/20/2003,1482.681,18.59,,,
1/21/2003,1454.891,18.67,,,
1/22/2003,1460.53,18.02,,,
1/23/2003,1450.616,19.44,,,
1/24/2003,1479.07,20.24,,,
1/27/2003,1496.157,22.13,,,
1/28/2003,1500.639,22.03,,,
1/29/2003,1499.815,22.56,,,
1/30/2003,,22.76,,,
2/4/2003,,23.6,,,
2/5/2003,,24.28,,,
2/6/2003,,23.65,,,
2/7/2003,,22.42,,,
2/10/2003,1480.169,22.86,,,
2/11/2003,1492.764,22.15,,,
2/12/2003,1510.671,21.54,,,
2/13/2003,1504.338,21.86,,,
2/14/2003,1510.95,22.23,,,
2/17/2003,1496.523,22.22,,,
2/18/2003,1496.468,21.65,,,
2/19/2003,1510.803,21.06,,,
2/20/2003,1509.486,20.77,,,
2/21/2003,1478.871,19.67,,,
2/24/2003,1481.936,20.19,,,
2/25/2003,1511.275,20.23,,,
2/26/2003,1513.175,19.9,,,
2/27/2003,1513.704,18.98,,,
2/28/2003,1511.932,18.61,,,
3/3/2003,1525.483,19.18,,,
3/4/2003,1524.304,19.57,,,
3/5/2003,1517.179,19.8,,,
3/6/2003,1498.343,20.71,,,
3/7/2003,1493.093,21.05,,,
3/10/2003,1468.919,21.95,,,
3/11/2003,1469.548,22.13,,,
3/12/2003,1475.008,21.8,,,
3/13/2003,1464.649,21.01,,,
3/14/2003,1466.044,20.87,,,
3/17/2003,1469.274,22.83,,,
3/18/2003,1459.892,22.01,,,
3/19/2003,1469.96,21.4,,,
3/20/2003,1464.54,22.52,,,
3/21/2003,1474.657,22.6,,,
3/24/2003,1477.766,23.81,,,
3/25/2003,1462.4,22.91,,,
3/26/2003,1456.271,22.47,,,
3/27/2003,1499.347,23.7,,,
3/28/2003,1491.941,22.39,,,
3/31/2003,1510.578,24.31,,,
4/1/2003,1522.546,23.53,,,
4/2/2003,1521.32,23.17,,,
4/3/2003,1511.729,22.84,,,
4/4/2003,1521.128,22.85,,,
4/7/2003,1515.132,21.74,,,
4/8/2003,1520.551,21.56,,,
4/9/2003,1543.674,21.7,,,
4/10/2003,1551.18,21.26,,,
4/11/2003,1576.86,20.73,,,
4/14/2003,1616.072,21.4,,,
4/15/2003,1631.47,20.61,,,
4/16/2003,1606.24,20.08,,,
4/17/2003,1613.604,19.99,,,
4/18/2003,1603.077,,,,
4/21/2003,1571.714,,,,
4/22/2003,1568.692,20.98,,,
4/23/2003,1541.96,20.81,,,
4/24/2003,1503.59,20.13,,,
4/25/2003,1487.147,20.44,,,
4/28/2003,1537.691,21.49,,,
4/29/2003,1509.313,20.75,,,
4/30/2003,1521.444,20.79,,,
5/2/2003,,19.31,,,
5/5/2003,,19.21,,,
5/6/2003,,18.44,,,
5/7/2003,,18.19,,,
5/9/2003,,17.25,,,
5/12/2003,1531.867,17.1,,,
5/13/2003,1485.307,17.37,,,
5/14/2003,1522.924,17.6,,,
5/15/2003,1555.285,17.34,,,
5/16/2003,1554.452,16.94,,,
5/19/2003,1555.447,17.17,,,
5/20/2003,1535.52,17.4,,,
5/21/2003,1533.483,17.8,,,
5/22/2003,1546.113,17.79,,,
5/23/2003,1560.955,17.76,,,
5/26/2003,1569.512,17.53,,,
5/27/2003,1568.341,18.47,,,
5/28/2003,1551.811,19.55,,,
5/29/2003,1568.156,19.8,,,
5/30/2003,1576.261,19.12,,,
6/2/2003,1576.528,19.12,,,
6/3/2003,1562.237,19.51,,,
6/4/2003,1574.111,,,,
6/5/2003,1556.249,19.74,,,
6/6/2003,1538.92,19.55,,,
6/9/2003,1530.215,19.81,,,
6/10/2003,1538.762,20.34,,,
6/11/2003,1565.84,19.97,,,
6/12/2003,1562.106,19.76,,,
6/13/2003,1566.766,18.71,,,
